<<<<<<< HEAD
Petition,URL,State,Signatures Count,Health,Crime/Safety,Government,Vehicles,Entertainment/Spectation,Socialising/Participation,Education,Environment,Animals
Fund 1:1 support for children with ECHPs all year not just term time,https://petition.parliament.uk/petitions/554844,open,1415,1,,,,,,,,
Change our electoral system to Proportional Representation for true democracy,https://petition.parliament.uk/petitions/554910,open,2529,,,1,,,,,,
Make the consumption of dog and cat meat illegal,https://petition.parliament.uk/petitions/555039,open,2833,,,,,,,,,1
"Allow open-air swimming pools, lidos & lakes to open in a new Covid-19 lockdown",https://petition.parliament.uk/petitions/555079,open,31483,1,,,,,,,,
Keep tax-free sales at airports and the VAT Retail Export Scheme,https://petition.parliament.uk/petitions/555140,open,12571,,,1,,,,,,
Ensure all Health Care Students are paid during placements during Covid-19,https://petition.parliament.uk/petitions/555178,open,2487,1,,,,,,,,
Ban production and export of pesticides already banned for use within the UK,https://petition.parliament.uk/petitions/555241,open,1878,,,,,,,,1,
Abolish time limits to bring charges for offences for acts of domestic violence,https://petition.parliament.uk/petitions/555276,open,8830,,1,,,,,,,
Do not require salons to close due to Covid-19,https://petition.parliament.uk/petitions/555408,open,27923,,,,,,1,,,
Fund appropriate support for children with Speech & Communication Disorders.,https://petition.parliament.uk/petitions/555435,open,1208,1,,,,,,,,
Allow the resumption of Indoor Tennis across the UK in Tier 2 and Tier 3.,https://petition.parliament.uk/petitions/555506,open,1329,1,,,,,,,,
Refund ALL University student tuition fees due to lack of quality in education,https://petition.parliament.uk/petitions/555516,open,1173,,,,,,,1,,
"Fund free female sanitary products, such as sanitary towels and tampons",https://petition.parliament.uk/petitions/555551,open,1651,1,,,,,,,,
Increase food and drink prices for MPs in House of Commons catering venues,https://petition.parliament.uk/petitions/555565,open,3957,,,1,,,,,,
Abolish the House of Lords,https://petition.parliament.uk/petitions/555591,open,3737,,,1,,,,,,
Allow fitness classes to resume in areas with tier 3 restrictions,https://petition.parliament.uk/petitions/555618,open,23709,1,,,,,,,,
Fully fund schools for Covid-19 costs and provide relief for loss of income,https://petition.parliament.uk/petitions/555718,open,29243,,,,,,,1,,
Permanently exempt the VAT on PPE,https://petition.parliament.uk/petitions/555773,open,3643,1,,,,,,,,
Ban Slaughter and Breeding of Innocent Animals for food,https://petition.parliament.uk/petitions/556039,open,2459,,,,,,,,,1
Regulate the sale and advertising of diet products,https://petition.parliament.uk/petitions/556172,open,2977,1,,,,,,,,
Save our Green and Pleasant Land and abandon the proposed Planning Reforms,https://petition.parliament.uk/petitions/556396,open,4054,,,,,,,,1,
Require that companies add clear ‘added allergen’ labelling when changing recipe,https://petition.parliament.uk/petitions/556510,open,1016,1,,,,,,,,
Enable online learning for children who live with those who are vulnerable,https://petition.parliament.uk/petitions/556586,open,5916,1,,,,,,,,
Make all forms of LGBT Conversion Therapy Practices illegal in 2021,https://petition.parliament.uk/petitions/556653,open,1952,1,,,,,,,,
Impose mandatory 10-year custodial sentences for all child sexual abuse offences,https://petition.parliament.uk/petitions/556664,open,3858,,1,,,,,,,
Scrap the proposed ban on new petrol and diesel cars,https://petition.parliament.uk/petitions/556842,open,7266,,,,,,,,1,
Keep gyms and leisure facilities open during any lockdown,https://petition.parliament.uk/petitions/556956,open,7926,1,,,,,,,,
Hold an immediate general election,https://petition.parliament.uk/petitions/557074,open,1348,,,1,,,,,,
Allow golf to be played with appropriate safety measures,https://petition.parliament.uk/petitions/557167,open,132001,,,,,,1,,,
"Extend paid maternity leave by at least four months
 
",https://petition.parliament.uk/petitions/557195,open,55299,,,1,,,,,,
Allow all dance studios to open with covid safety precautions in place,https://petition.parliament.uk/petitions/557275,open,5958,1,,,,,,,,
Exempt driving tests and lessons from COVID-19 restrictions,https://petition.parliament.uk/petitions/557462,open,22253,,,,1,,,,,
Ban non-stun slaughter in the UK,https://petition.parliament.uk/petitions/557589,open,1121,,,,,,,,,1
'Non Essential' shops should be allowed to stay open during the current lockdown,https://petition.parliament.uk/petitions/557629,open,5832,,,,,,,,1,
Exempt outdoor tennis from closure due to COVID-19,https://petition.parliament.uk/petitions/557658,open,27206,1,,,,,,,,
Stop the sale of fireworks to the general public.,https://petition.parliament.uk/petitions/557780,open,3785,,,,,,,,1,
Extend driving theory test certificates expiring in 2020/21 by 12 months,https://petition.parliament.uk/petitions/558160,open,61928,,,,1,,,,,
Extend the deadline for filing 2019/20 self-assessment tax returns,https://petition.parliament.uk/petitions/558528,open,2580,,,1,,,,,,
Exclude all motorcycle training and examinations from any Covid-19 restrictions,https://petition.parliament.uk/petitions/558548,open,7127,,,,1,,,,,
Restrict police powers under the Dangerous Dogs Act,https://petition.parliament.uk/petitions/558614,open,5272,,,,,,,,,1
Ensure student nurses and midwives are paid for working during Covid-19,https://petition.parliament.uk/petitions/558625,open,35612,1,,,,,,,,
Ban cows with calves from being kept in fields with public access,https://petition.parliament.uk/petitions/558762,open,1133,,1,,,,,,,
Allow learner drivers to go out and drive with people from their household.,https://petition.parliament.uk/petitions/559063,open,10830,,,,1,,,,,
Create a Government compensation scheme for all mesh implant recipients,https://petition.parliament.uk/petitions/559064,open,3224,1,,,,,,,,
"Publish a cost benefit analysis of Covid-19 restrictions, including lockdown",https://petition.parliament.uk/petitions/559117,open,1210,,,1,,,,,,
New parents on Statutory Maternity to receive 80% of their wage.,https://petition.parliament.uk/petitions/559135,open,1076,,,1,,,,,,
Stop all flights between 10.30pm and 7am at regional airports,https://petition.parliament.uk/petitions/559343,open,1111,,,,,,,,1,
The Government must contribute NI and Pensions under the new furlough scheme.,https://petition.parliament.uk/petitions/559375,open,1873,,,1,,,,,,
Create a wildlife corridor in place of HS2,https://petition.parliament.uk/petitions/559409,open,1795,,,,,,,,1,
Allow a referendum on devolving powers to a Yorkshire Regional Parliament,https://petition.parliament.uk/petitions/559524,open,1077,,,1,,,,,,
Allow both members of all same-sex female couples to be on the birth certificate,https://petition.parliament.uk/petitions/559802,open,5577,,,1,,,,,,
Prioritise the extremely clinically vulnerable for COVID-19 vaccine,https://petition.parliament.uk/petitions/559852,open,1293,1,,,,,,,,
Increase funding for crisis and acute mental health services,https://petition.parliament.uk/petitions/559871,open,5106,1,,,,,,,,
Ensure bowel cancer screening is offered to all adults,https://petition.parliament.uk/petitions/559882,open,4619,1,,,,,,,,
Give students the option to take exams or receive assessed grades for 2020/21,https://petition.parliament.uk/petitions/559964,open,10686,,,,,,,1,,
Change the law to increase sentencing for Hare coursing and poaching.,https://petition.parliament.uk/petitions/560065,open,11805,,1,,,,,,,
Introduce an emergency Universal Basic Income during the COVID-19 outbreak,https://petition.parliament.uk/petitions/560132,open,1142,,,1,,,,,,
Make dog theft a specific criminal offence,https://petition.parliament.uk/petitions/560216,open,143522,,,,,,,,,1
Support Boarding Kennels and Catteries,https://petition.parliament.uk/petitions/560514,open,23525,,,,,,,,,1
Increase investment in Pancreatic Cancer research,https://petition.parliament.uk/petitions/560539,open,7164,1,,,,,,,,
Let airlines allow pets under 10kg in the airplane’s cabin to and from the UK.,https://petition.parliament.uk/petitions/560549,open,1161,,,,,,,,,1
Ban use of recoverable/reversible stun methods for livestock,https://petition.parliament.uk/petitions/560605,open,1372,,,,,,,,,1
Reimburse student rents for all accommodation not used during this academic year,https://petition.parliament.uk/petitions/560735,open,39532,,,,,,,1,,
Add Saudi Arabia to the Travel Corridor List,https://petition.parliament.uk/petitions/560820,open,3534,,,1,,,,,,
Extend income replacement schemes to those who don't currently qualify,https://petition.parliament.uk/petitions/560845,open,6747,,,1,,,,,,
Do not instate any form of a National Road pricing scheme in the UK,https://petition.parliament.uk/petitions/560867,open,1967,,,1,,,,,,
Ban the sale and use of Fipronil and Imidacloprid in flea treatments for pets,https://petition.parliament.uk/petitions/560905,open,1675,,,,,,,,1,
Extend Youth Mobility Scheme visas to cover for time lost during COVID pandemic,https://petition.parliament.uk/petitions/560968,open,1717,,,1,,,,,,
Do not reduce the overseas aid budget (from 0.7% GDP),https://petition.parliament.uk/petitions/561068,open,2940,,,1,,,,,,
Immediately suspend all UK aid to Uganda,https://petition.parliament.uk/petitions/561155,open,1818,,,1,,,,,,
Require scanning of microchips by vets and to prove ownership when selling pets,https://petition.parliament.uk/petitions/561171,open,1115,,,,,,,,,1
Allocate funds to boxing as part of the Sport Winter Survival Package,https://petition.parliament.uk/petitions/561180,open,6898,,,,,1,,,,
Allocate Government time to debate the Climate and Ecological Emergency Bill,https://petition.parliament.uk/petitions/561245,open,2535,,,,,,,,1,
Seek to secure international ban on fracking at COP26,https://petition.parliament.uk/petitions/561401,open,1405,,,,,,,,1,
Independent body to adjudicate on compliance with the Ministerial Code,https://petition.parliament.uk/petitions/561476,open,5957,,,1,,,,,,
Support hydrogen refuelling pumps to give people a choice of emissions-free cars,https://petition.parliament.uk/petitions/561614,open,1610,,,,,,,,1,
Do not require pubs and bars in Tier 2 to only serve alcohol with a meal,https://petition.parliament.uk/petitions/561619,open,7028,,,,,,1,,,
Save our hospitality industry. Allow all pubs to open on Tier one rules.,https://petition.parliament.uk/petitions/561716,open,1714,,,,,,1,,,
Make it a criminal offence for MPs to mislead the public,https://petition.parliament.uk/petitions/561730,open,86030,,1,,,,,,,
Ghost's Law - Kittens must be vaccinated and checked by vet before they’re sold,https://petition.parliament.uk/petitions/561785,open,6714,,,,,,,,,
Do not implement Covid-19 Freedom Passes,https://petition.parliament.uk/petitions/561818,open,19280,,,1,,,,,,
Create an Emergency Carers Support Fund to increase care worker wages ,https://petition.parliament.uk/petitions/561831,open,21356,,,1,,,,,,
Revoke rules for refusing or cancelling permission to stay for rough sleepers,https://petition.parliament.uk/petitions/561884,open,39950,,,1,,,,,,
Prevent/deter the buying and reselling of goods/services at inflated prices.,https://petition.parliament.uk/petitions/561986,open,12255,,,1,,,,,,
All nurseries and places of education to stay closed after Xmas to 15 January,https://petition.parliament.uk/petitions/561988,open,49368,1,,,,,,,,
Repeal Coronavirus Act and end all Covid-19 restrictions,https://petition.parliament.uk/petitions/561995,open,30609,,,1,,,,,,
Reverse the decision to prevent yoga studios opening throughout tier 3.,https://petition.parliament.uk/petitions/562011,open,9327,1,,,,,,,,
Allow ice rinks to remain open under Tier 3 of the regional lockdown system,https://petition.parliament.uk/petitions/562174,open,1617,,,,,,1,,,
Adults with SEND to form support bubbles with parents when in supported living,https://petition.parliament.uk/petitions/562180,open,3902,,,,,,,1,,
Require local authorities to have free helplines for the homeless and vulnerable,https://petition.parliament.uk/petitions/562213,open,17593,1,,,,,,,,
"Introduce closed season in grey squirrel cull, so that babies aren't left to die",https://petition.parliament.uk/petitions/562294,open,15645,,,,,,,,,1
Allow families with a disabled child over age 5 to form a support bubble,https://petition.parliament.uk/petitions/562327,open,7704,1,,,,,,,,
